0.0,2,0.22844131943249243,-0.2,-0.1,0.0,0.1
5.0,2,0.3076412217477534,-0.020678693048533616,0.07322844071537658,0.21276968951567193,0.26413717123161684
10.0,2,0.4939489242921149,0.1455134804073099,0.3047845768406982,0.2909926333503153,0.5176225262299506
15.0,2,0.26803274757622775,0.3154515894784922,0.4193286587599394,0.6008745830690486,0.6527149939349652
20.0,2,0.1303472896156584,0.47810888234022875,0.5863841177016211,0.7745756853171116,0.8787577482976457
25.0,2,0.9791893500763654,0.5930717863049072,0.8596949153646063,0.8272979811746717,1.1672183592265735
30.0,2,1.0904346278111465,0.7716937954771403,0.874507203920086,1.2692655031780082,1.2612731479096868
35.0,2,0.10325568192309417,0.919805589625886,1.09215690541419,1.3202718037326204,1.573961960126417
40.0,2,2.5407712703515175,0.9825648735181665,1.4295854028091326,1.381500172041207,1.8420024189448816
45.0,2,5.567066824013022,1.2547251988818837,1.2516017515715934,1.9938469446065616,1.8649355806676395
50.0,2,1.6275667858446803,1.3537714246394164,1.6741049934741807,1.7822449003823777,2.284444765645978
55.0,2,4.623950528379627,1.4040769978582255,2.0288193092295614,1.9464218783837564,2.4447045070847633
60.0,2,20.722118213372585,1.8792957087913174,1.5376111855352594,2.755767831484059,2.3808045751600524
0.0,2,0.1331599448920755,-0.2,-0.1,0.0,0.1
5.0,2,0.32193144419964365,0.008127544489481638,0.02887564242184183,0.115282162513351,0.3083643795094084
10.0,2,0.596479311252094,0.052652675934715745,0.3135035132317405,0.3835861991989907,0.3715570695027154
15.0,2,0.3854715818594076,0.33613505935866694,0.32840351067653256,0.4571671683137671,0.6602434484532855
20.0,2,0.05111804568297129,0.42488184935716333,0.5539139887956277,0.6590944603022433,0.8047086172812986
25.0,2,0.5805894997227624,0.4830455399052864,0.7944335741595149,0.9056594853038233,0.9201100453017923
30.0,2,1.340148278250512,0.8222504924036771,0.7191971710392513,0.9383071418976693,1.2841435682638978
35.0,2,0.7463035438375631,0.7404621664137179,1.1158523268584768,1.2611792713884284,1.3070543378779484
40.0,2,0.10683058847488425,0.9474339596435087,1.1893640501039873,1.3805430336168054,1.5678567881083514
45.0,2,2.026158312365109,1.251386334524284,1.140188422692608,1.4779430783377352,1.876329724852101
50.0,2,3.941780739447544,1.038788180546009,1.714483497542705,1.8571481318675074,1.796077479384571
55.0,2,1.933280566528399,1.5284614342788474,1.4986758775570892,1.7787446430051668,2.261265063433741
60.0,2,1.011095249854048,1.6245124863041234,1.6862172026810205,2.1102727546490994,2.3067943035745913
0.0,2,0.001103256490068902,-0.2,-0.1,0.0,0.1
5.0,2,0.099937086025144,0.0827627282842008,0.18841968225076547,0.32821135252483363,0.3510897751475391
10.0,2,0.23723934438674793,0.40549524968343914,0.483161397881128,0.5017849065399166,0.7105255223101965
15.0,2,0.10118845246266844,0.6608070414105761,0.7793262702188496,0.8970284845876764,0.914288818404913
20.0,2,0.10070130877083514,0.979970125812891,1.0315242177399762,1.1734253406875061,1.2170144685889788
25.0,2,0.6130432169834497,1.2651438736372231,1.3800637847506756,1.3248299661322287,1.5823800665165608
30.0,2,0.6188426125681086,1.5132724809795464,1.6315560238142048,1.827703869244195,1.73036885520607
35.0,2,0.2143573199585983,1.876205759533375,1.8580673605518758,1.9894858031474996,2.129625844218616
40.0,2,1.424830869424706,2.066073089555895,2.3173159974375883,2.171501019610831,2.448978199054413
45.0,2,2.386731101672883,2.385894515441263,2.4085217246503663,2.791040471006566,2.56889513276787
50.0,2,0.8568271749588316,2.7438046316078886,2.7116201097310366,2.763849437696577,3.08556120303787
55.0,2,3.5171958090253757,2.809390876312816,3.2950064801565184,3.0556928533925025,3.2952287104188733
60.0,2,9.237754742426233,3.3316237933100314,3.052782562267912,3.782497453775342,3.438898649134711
