0,1,2,3,4
0.0,0.9204838858205491,0.9204804220036584,0.9204872322391198,0.9204816200681859
0.9204838858205491,0.0,0.7974628816262399,0.7974602835525735,0.7974594952215313
0.9204804220036584,0.7974628816262399,0.0,0.7974587293135686,0.7974603390189985
0.9204872322391198,0.7974602835525735,0.7974587293135686,0.0,0.7974590473600369
0.9204816200681859,0.7974594952215313,0.7974603390189985,0.7974590473600369,0.0



Cutoff values: [0.92048389 0.92048042 0.92048723 0.92048162 0.79746288 0.79746028
 0.7974595  0.79745873 0.79746034 0.79745905]
