Angular_G2
0.0207204228416668
0.02855827194109992
0.028557081357436676
0.028558567859385847
0.028556957604738586


Angular Symmetry Outputs:  [0.0207204228416668, 0.028558271941099923, 0.028557081357436676, 0.028558567859385854, 0.028556957604738586]
