Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8120           2.3000       2.1888       0.1111   286.6
0.8130           2.2698       2.0049       0.2649   683.2
0.8140           2.2586       1.9324       0.3262   841.3
0.8150           2.2567       2.0445       0.2122   547.2
0.8160           2.2541       2.1754       0.0787   203.0
0.8170           2.2584       2.1957       0.0627   161.7
0.8180           2.2407       2.0864       0.1544   398.1
0.8190           2.2371       1.9384       0.2987   770.3
0.8200           2.2549       1.9166       0.3382   872.2
0.8210           2.2681       2.0976       0.1705   439.7
0.8220           2.2706       2.2035       0.0671   173.0
0.8230           2.2581       2.0370       0.2211   570.1
0.8240           2.2346       1.8904       0.3442   887.7
0.8250           2.2638       1.9476       0.3163   815.6
0.8260           2.2733       2.1032       0.1702   438.8
0.8270           2.2822       2.1952       0.0870   224.3
0.8280           2.2836       2.1596       0.1240   319.7
0.8290           2.2929       2.0256       0.2673   689.3
0.8300           2.2529       1.9176       0.3353   864.7
0.8310           2.2664       1.9584       0.3081   794.4
0.8320           2.2679       2.0974       0.1704   439.5
0.8330           2.2686       2.1145       0.1541   397.4
0.8340           2.2610       1.9838       0.2772   714.9
0.8350           2.2568       1.9121       0.3447   888.9
0.8360           2.2568       1.9920       0.2647   682.7
0.8370           2.2648       2.1296       0.1353   348.8
0.8380           2.2764       2.2116       0.0647   167.0
0.8390           2.2830       2.1801       0.1029   265.3
0.8400           2.2742       2.0423       0.2319   598.0
0.8410           2.2597       1.9049       0.3548   915.1
0.8420           2.2507       1.9102       0.3405   878.2
0.8430           2.2624       2.0770       0.1854   478.2
0.8440           2.2599       2.1560       0.1040   268.1
0.8450           2.2403       2.0170       0.2232   575.6
0.8460           2.2351       1.8904       0.3447   888.8
0.8470           2.2432       1.9388       0.3044   785.0
0.8480           2.2456       2.0787       0.1670   430.5
0.8490           2.2504       2.1684       0.0820   211.4
0.8500           2.2392       2.1369       0.1023   263.8
0.8510           2.2325       2.0188       0.2138   551.2
0.8520           2.2256       1.9234       0.3022   779.4
0.8530           2.2349       1.9669       0.2680   691.0
0.8540           2.2491       2.0939       0.1552   400.3
0.8550           2.2607       2.1044       0.1562   402.9
0.8560           2.2488       1.9819       0.2669   688.2
0.8570           2.2542       1.9125       0.3417   881.2
0.8580           2.2647       1.9858       0.2789   719.3
0.8590           2.2635       2.1199       0.1436   370.3
0.8600           2.2618       2.1949       0.0669   172.6
0.8610           2.2576       2.1504       0.1072   276.5
0.8620           2.2458       2.0125       0.2333   601.6
0.8630           2.2291       1.8909       0.3383   872.3
0.8640           2.2388       1.9323       0.3065   790.4
0.8650           2.2530       2.1296       0.1234   318.2
0.8660           2.2543       2.1837       0.0705   181.9
0.8670           2.2274       2.0011       0.2263   583.7
0.8680           2.2212       1.8830       0.3382   872.1
0.8690           2.2506       1.9650       0.2857   736.7
0.8700           2.2692       2.1242       0.1450   374.0
0.8710           2.2716       2.2066       0.0650   167.6
0.8720           2.2754       2.1620       0.1134   292.5
0.8730           2.2704       2.0310       0.2394   617.3
0.8740           2.2680       1.9189       0.3491   900.2
0.8750           2.2575       1.9470       0.3105   800.7
0.8760           2.2676       2.0787       0.1889   487.2
0.8770           2.2759       2.1259       0.1501   387.0
0.8780           2.2625       2.0165       0.2459   634.2
0.8790           2.2483       1.9255       0.3228   832.5
0.8800           2.2566       1.9791       0.2775   715.5
0.8810           2.2594       2.1067       0.1527   393.8
0.8820           2.2657       2.1793       0.0864   222.8
0.8830           2.2606       2.1347       0.1259   324.7
0.8840           2.2602       1.9964       0.2638   680.2
0.8850           2.2460       1.8855       0.3605   929.7
0.8860           2.2403       1.9423       0.2981   768.6
0.8870           2.2480       2.1109       0.1370   353.3
0.8880           2.2456       2.1146       0.1310   337.8
0.8890           2.2274       1.9509       0.2765   713.0
0.8900           2.2057       1.8806       0.3251   838.4
0.8910           2.2172       1.9681       0.2491   642.4
0.8920           2.2249       2.0978       0.1271   327.7
0.8930           2.2294       2.1556       0.0739   190.5
0.8940           2.2237       2.1080       0.1157   298.4
0.8950           2.2173       2.0022       0.2151   554.7
0.8960           2.2114       1.9325       0.2789   719.2
0.8970           2.2131       1.9654       0.2477   638.8
0.8980           2.2107       2.0455       0.1652   426.1
0.8990           2.2066       2.0382       0.1684   434.2
0.9000           2.1919       1.9531       0.2388   615.9
0.9010           2.1860       1.9161       0.2699   696.1
0.9020           2.1950       1.9834       0.2116   545.6
0.9030           2.1941       2.0827       0.1114   287.4
0.9040           2.1909       2.1148       0.0761   196.3
0.9050           2.1915       2.0476       0.1439   371.0
0.9060           2.1943       1.9291       0.2651   683.7
0.9070           2.1928       1.8822       0.3107   801.2
0.9080           2.2027       1.9859       0.2168   559.1
0.9090           2.2185       2.1017       0.1168   301.2
0.9100           2.2099       2.0423       0.1676   432.3
0.9110           2.1854       1.9088       0.2766   713.3
0.9120           2.1867       1.8962       0.2905   749.2
0.9130           2.2121       2.0020       0.2101   541.8
0.9140           2.2040       2.1061       0.0978   252.3
0.9150           2.2018       2.1123       0.0894   230.7
0.9160           2.1828       2.0247       0.1581   407.7
0.9170           2.1746       1.9226       0.2520   650.0
0.9180           2.1780       1.9106       0.2674   689.5
0.9190           2.2013       2.0103       0.1910   492.4
0.9200           2.2263       2.0897       0.1365   352.1
0.9210           2.2117       2.0216       0.1901   490.1
0.9220           2.2053       1.9119       0.2934   756.5
0.9230           2.2079       1.9292       0.2786   718.5
0.9240           2.2185       2.0485       0.1700   438.4
0.9250           2.2248       2.1466       0.0782   201.6
0.9260           2.2294       2.1375       0.0919   236.9
0.9270           2.2313       2.0222       0.2092   539.4
0.9280           2.2187       1.8996       0.3191   822.9
0.9290           2.2237       1.9111       0.3127   806.3
0.9300           2.2463       2.0751       0.1711   441.2
0.9310           2.2588       2.1525       0.1063   274.2
0.9320           2.2336       2.0117       0.2220   572.5
0.9330           2.2127       1.8864       0.3263   841.4
0.9340           2.2251       1.9299       0.2952   761.2
0.9350           2.2307       2.0629       0.1678   432.7
0.9360           2.2303       2.1520       0.0782   201.8
0.9370           2.2269       2.1323       0.0945   243.7
0.9380           2.2283       2.0262       0.2021   521.1
0.9390           2.2210       1.9255       0.2956   762.2
0.9400           2.2074       1.9348       0.2726   703.0
0.9410           2.1966       2.0416       0.1550   399.6
0.9420           2.2081       2.0910       0.1171   302.0
0.9430           2.2076       2.0092       0.1984   511.6
0.9440           2.1924       1.9248       0.2675   689.9
0.9450           2.1885       1.9546       0.2339   603.3
0.9460           2.1908       2.0616       0.1293   333.4
0.9470           2.1903       2.1370       0.0533   137.5
0.9480           2.1918       2.1168       0.0750   193.4
0.9490           2.1795       2.0101       0.1693   436.7
0.9500           2.1735       1.9011       0.2724   702.4
0.9510           2.1711       1.9086       0.2624   676.8
0.9520           2.1663       2.0464       0.1199   309.1
0.9530           2.1722       2.1161       0.0560   144.5
0.9540           2.1578       2.0067       0.1511   389.6
0.9550           2.1471       1.8924       0.2547   656.9
0.9560           2.1585       1.9208       0.2377   613.1
0.9570           2.1512       2.0352       0.1160   299.1
0.9580           2.1567       2.1163       0.0404   104.1
0.9590           2.1591       2.1013       0.0578   149.1
0.9600           2.1526       2.0083       0.1443   372.2
0.9610           2.1457       1.9217       0.2240   577.6
0.9620           2.1493       1.9330       0.2163   557.7
0.9630           2.1540       2.0352       0.1188   306.4
0.9640           2.1565       2.0856       0.0709   182.8
0.9650           2.1568       2.0041       0.1527   393.8
0.9660           2.1534       1.9152       0.2382   614.3
0.9670           2.1485       1.9375       0.2110   544.1
0.9680           2.1515       2.0372       0.1143   294.7
0.9690           2.1567       2.1078       0.0489   126.1
0.9700           2.1640       2.0894       0.0746   192.3
0.9710           2.1694       1.9906       0.1788   461.2
0.9720           2.1622       1.9001       0.2620   675.8
0.9730           2.1700       1.9322       0.2378   613.2
0.9740           2.1769       2.0759       0.1010   260.5
0.9750           2.1884       2.1174       0.0710   183.2
0.9760           2.1789       1.9858       0.1931   498.0
0.9770           2.1731       1.8888       0.2844   733.3
0.9780           2.1778       1.9336       0.2442   629.8
0.9790           2.1857       2.0508       0.1349   348.0
0.9800           2.1948       2.1333       0.0615   158.5
0.9810           2.1939       2.1215       0.0724   186.7
0.9820           2.1906       2.0280       0.1626   419.3
0.9830           2.1816       1.9268       0.2548   656.9
0.9840           2.1807       1.9160       0.2648   682.7
0.9850           2.1883       2.0179       0.1704   439.4
0.9860           2.1997       2.1048       0.0949   244.7
0.9870           2.1895       2.0442       0.1453   374.6
0.9880           2.1862       1.9288       0.2574   663.9
0.9890           2.1955       1.9285       0.2670   688.4
0.9900           2.2120       2.0374       0.1746   450.2
0.9910           2.2137       2.1334       0.0803   207.1
0.9920           2.2159       2.1272       0.0887   228.8
0.9930           2.2055       2.0252       0.1803   465.0
0.9940           2.1987       1.9226       0.2761   711.9
0.9950           2.1944       1.9362       0.2581   665.7
0.9960           2.2063       2.0599       0.1464   377.7
0.9970           2.2116       2.1095       0.1021   263.3
0.9980           2.2165       2.0078       0.2087   538.3
0.9990           2.2247       1.9155       0.3092   797.4
1.0000           2.2365       1.9612       0.2753   710.0
