0.0,2,0.14448026365072253,-0.2,-0.1,0.0,0.1,0.2
5.0,2,0.18469880932150673,-0.7839573078636698,-0.6064226585696657,-0.3633966842148318,-0.15582978072495168,0.05576488683118646
10.0,2,0.28166502373127256,-0.9523796926266193,-0.7845189546250884,-0.7635497493571686,-0.654494482979903,-0.5527402094950772
15.0,2,0.4604352509757872,-1.5018146751392734,-1.4023750715259216,-1.070180912617257,-0.8880564487524891,-0.6990975255908282
20.0,2,0.6803751005525052,-1.730271821300929,-1.4826857020347197,-1.5417630830270843,-1.4007764995922602,-1.2598690722126622
25.0,2,0.8036338903687503,-2.1927245758246094,-2.1659096055511586,-1.7929893858733823,-1.6312174798703838,-1.4863666755899942
30.0,2,0.680784286706105,-2.5310865020749778,-2.2381015921055734,-2.267988223212462,-2.1349987889793933,-1.9508741608789923
35.0,2,0.3491656937471311,-2.8835197257046636,-2.8395820416234225,-2.586996392969689,-2.381151151619857,-2.2856414998756263
40.0,2,0.26556126561340154,-3.2940559885217917,-3.116792260300867,-2.925771171073725,-2.872111691187507,-2.622001245251268
45.0,2,1.3430053697922455,-3.642203862252152,-3.3721085792058463,-3.4398797330726523,-3.1239840181972496,-3.1063977081492054
50.0,2,4.416423100275348,-3.9898490731409155,-4.121747809104002,-3.528127776098287,-3.605203485319727,-3.2934873017561013
55.0,2,9.183985114693458,-4.436489827773864,-3.8337205146046642,-4.336849634018312,-3.898092879957227,-3.8871041336068637
60.0,2,13.365109431307793,-4.690499115172859,-5.105821535227447,-4.141317006617345,-4.27250219660425,-4.035958680880952
0.0,2,0.007591185453987079,-0.2,-0.1,0.0,0.1,0.2
5.0,2,0.052935843774983365,0.004065651017900528,0.07573122894508501,0.13065029713233436,0.23438069724408858,0.27060397735045705
10.0,2,0.19867132745146804,0.06347404434347277,0.1700611382311391,0.31680462277296173,0.34905421383500224,0.5314696841971582
15.0,2,0.4522235941419894,0.310766699679231,0.3772827126080639,0.37739875443069293,0.5641325035254716,0.5167148848261457
20.0,2,0.7220561972315906,0.33451235005530927,0.4436082337512021,0.6413037739965788,0.5948387811553658,0.8474642678010097
25.0,2,0.8121472478755966,0.6021363600366375,0.6703554484667752,0.642576068233386,0.8744749074748548,0.7876164742376671
30.0,2,0.5577887014621277,0.6269619232284095,0.7338252972635437,0.9149694049334932,0.8892947982689602,1.1275396864447678
35.0,2,0.11593346557327358,0.8744274328637062,0.9342124469850197,0.9851176899047291,1.1028029210017103,1.1114624710738568
40.0,2,0.2531892140870818,0.9283110447484831,1.067044859324405,1.0973506105871402,1.2951488697231885,1.335599429135623
45.0,2,2.2585414257478376,1.1467460294562124,1.147880292428273,1.4206969994131313,1.2077688328394962,1.5157945110714979
50.0,2,7.072781938681848,1.2311943025189511,1.4421979558845819,1.1984731154738637,1.804692102046618,1.477761040974379
55.0,2,13.74940566063264,1.405795247334903,1.3482931624747732,1.8998650984739065,1.2692282989380195,1.9465685613665435
60.0,2,18.432898814780142,1.559651249836606,1.782101672729049,1.3384177865500637,2.256634931153483,1.6483765800086136
0.0,2,0.045560948108996684,-0.2,-0.1,0.0,0.1,0.2
5.0,2,0.06868034242145174,-1.2440769143001862,-1.1235825530335004,-0.967090596269766,-0.7721875176668954,-0.6191918712467859
10.0,2,0.1327224155151816,-2.1248136358079344,-1.9598633323071522,-1.864607065317048,-1.823766181465452,-1.6792086901366627
15.0,2,0.25953212786722946,-3.1224775997271146,-3.031234325066426,-2.8441598165172226,-2.6155772993852664,-2.5649393168553316
20.0,2,0.4667832483664046,-4.018293100092805,-3.8443502360744755,-3.7890793614221585,-3.761083749260909,-3.491711363218141
25.0,2,0.5818006850518087,-4.984288956639569,-4.926283333943399,-4.725881082168566,-4.484622813027579,-4.509571076806531
30.0,2,0.5356164066758037,-5.9751553122095915,-5.7303064390184355,-5.644144895195338,-5.628963834426131,-5.3782062342532795
35.0,2,0.34959130568435526,-6.806470063856569,-6.804615523910177,-6.65567359160462,-6.441306994283986,-6.37483999396456
40.0,2,0.07940851914866538,-7.880114891305414,-7.672253561158545,-7.55558189740536,-7.421064502482161,-7.28002076778553
45.0,2,0.2870727924573291,-8.752776000042875,-8.59833652866182,-8.448967571743227,-8.458112810672135,-8.27697216153409
