Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.7240           2.6546       2.4448       0.2099   541.2
0.7250           2.6626       2.4527       0.2099   541.2
0.7260           2.6392       2.2024       0.4367  1126.2
0.7270           2.6456       1.9819       0.6637  1711.4
0.7280           2.6373       1.9267       0.7106  1832.4
0.7290           2.6497       2.0767       0.5730  1477.5
0.7300           2.6743       2.4152       0.2591   668.2
0.7310           2.6826       2.5173       0.1652   426.0
0.7320           2.6327       2.2756       0.3570   920.7
0.7330           2.6482       2.1164       0.5318  1371.5
0.7340           2.6796       2.0972       0.5824  1501.8
0.7350           2.7203       2.1000       0.6203  1599.6
0.7360           2.6947       2.1708       0.5239  1351.1
0.7370           2.6953       2.3958       0.2995   772.5
0.7380           2.7150       2.5000       0.2151   554.6
0.7390           2.6818       2.2388       0.4430  1142.3
0.7400           2.6506       1.9776       0.6731  1735.7
0.7410           2.6525       1.9280       0.7245  1868.3
0.7420           2.6541       2.0542       0.5999  1547.0
0.7430           2.6640       2.3335       0.3305   852.2
0.7440           2.6741       2.5342       0.1400   360.9
0.7450           2.6475       2.4292       0.2182   562.8
0.7460           2.6453       2.2505       0.3948  1018.2
0.7470           2.6636       2.1572       0.5064  1305.8
0.7480           2.6614       2.0795       0.5818  1500.4
0.7490           2.6531       2.0169       0.6363  1640.8
0.7500           2.6527       2.1560       0.4966  1280.7
0.7510           2.6972       2.4771       0.2201   567.6
0.7520           2.6880       2.3901       0.2979   768.3
0.7530           2.6551       2.0182       0.6369  1642.4
0.7540           2.6710       1.9151       0.7559  1949.2
0.7550           2.6777       2.0342       0.6435  1659.4
0.7560           2.6937       2.2398       0.4539  1170.5
0.7570           2.7036       2.4747       0.2289   590.3
0.7580           2.7095       2.5953       0.1142   294.6
0.7590           2.6996       2.5207       0.1789   461.4
0.7600           2.6850       2.3851       0.2999   773.3
0.7610           2.7002       2.2587       0.4415  1138.4
0.7620           2.7059       2.1259       0.5800  1495.8
0.7630           2.6953       2.0540       0.6412  1653.6
0.7640           2.6989       2.2211       0.4778  1232.2
0.7650           2.7448       2.5601       0.1847   476.3
0.7660           2.7404       2.5689       0.1715   442.3
0.7670           2.6945       2.3187       0.3757   969.0
0.7680           2.6925       2.2825       0.4100  1057.4
0.7690           2.7159       2.4069       0.3089   796.6
0.7700           2.7104       2.4594       0.2509   647.1
0.7710           2.6976       2.3268       0.3708   956.3
0.7720           2.6817       2.0850       0.5967  1538.9
0.7730           2.6312       1.9922       0.6390  1647.9
0.7740           2.6700       2.2477       0.4223  1089.0
0.7750           2.7142       2.4073       0.3069   791.4
0.7760           2.6681       2.1005       0.5677  1463.9
0.7770           2.6812       1.8906       0.7906  2038.8
0.7780           2.7083       2.0019       0.7064  1821.7
0.7790           2.7093       2.2399       0.4694  1210.6
0.7800           2.7123       2.4392       0.2731   704.3
0.7810           2.7162       2.5404       0.1759   453.5
0.7820           2.7269       2.5429       0.1840   474.4
0.7830           2.7308       2.4629       0.2679   690.8
0.7840           2.7337       2.3076       0.4262  1099.0
0.7850           2.7455       2.0959       0.6496  1675.3
0.7860           2.7228       1.9215       0.8013  2066.4
0.7870           2.7116       1.9605       0.7511  1937.0
0.7880           2.7393       2.2319       0.5074  1308.5
0.7890           2.7374       2.2904       0.4471  1152.9
0.7900           2.7003       2.0782       0.6221  1604.2
0.7910           2.7282       2.0471       0.6811  1756.3
0.7920           2.7414       2.1972       0.5442  1403.5
0.7930           2.7114       2.3121       0.3992  1029.6
0.7940           2.7112       2.3099       0.4013  1034.8
0.7950           2.7250       2.2773       0.4478  1154.7
0.7960           2.7219       2.3501       0.3717   958.6
0.7970           2.7454       2.4095       0.3359   866.1
0.7980           2.7239       2.1982       0.5257  1355.7
0.7990           2.7057       1.9393       0.7664  1976.4
0.8000           2.6718       1.9102       0.7616  1964.1
0.8010           2.6837       2.0870       0.5967  1538.7
0.8020           2.6946       2.2565       0.4381  1129.7
0.8030           2.6969       2.2854       0.4115  1061.3
0.8040           2.6824       2.2657       0.4167  1074.7
0.8050           2.7025       2.2661       0.4364  1125.4
0.8060           2.7438       2.2248       0.5190  1338.4
0.8070           2.7320       2.1081       0.6240  1609.1
0.8080           2.7172       2.0201       0.6971  1797.6
0.8090           2.7082       2.1744       0.5339  1376.7
0.8100           2.7388       2.4304       0.3084   795.3
0.8110           2.7260       2.2504       0.4756  1226.6
0.8120           2.7010       1.9344       0.7667  1977.0
0.8130           2.7133       1.9060       0.8073  2081.8
0.8140           2.7362       2.0596       0.6765  1744.6
0.8150           2.7224       2.2360       0.4864  1254.3
0.8160           2.7217       2.3585       0.3632   936.7
0.8170           2.7164       2.3948       0.3216   829.3
0.8180           2.7200       2.3343       0.3857   994.6
0.8190           2.7185       2.1965       0.5220  1346.1
0.8200           2.7259       2.0258       0.7000  1805.3
0.8210           2.7184       1.9186       0.7998  2062.6
0.8220           2.6899       2.0409       0.6490  1673.7
0.8230           2.7301       2.3826       0.3475   896.1
0.8240           2.7413       2.4741       0.2671   688.8
0.8250           2.7047       2.2543       0.4503  1161.3
0.8260           2.7226       2.2231       0.4994  1287.9
0.8270           2.7244       2.3876       0.3368   868.6
0.8280           2.7266       2.4909       0.2358   608.0
0.8290           2.7305       2.4101       0.3204   826.3
0.8300           2.7181       2.2031       0.5150  1328.0
0.8310           2.6933       2.1096       0.5837  1505.3
0.8320           2.7064       2.3280       0.3784   975.8
0.8330           2.7130       2.4647       0.2482   640.2
0.8340           2.6588       2.1710       0.4878  1257.9
0.8350           2.6377       1.9490       0.6887  1776.0
0.8360           2.6432       2.0175       0.6256  1613.4
0.8370           2.6534       2.1742       0.4792  1235.8
0.8380           2.6524       2.2710       0.3814   983.5
0.8390           2.6396       2.2896       0.3500   902.5
0.8400           2.6407       2.2694       0.3713   957.4
0.8410           2.6653       2.2206       0.4447  1146.7
0.8420           2.6843       2.0980       0.5863  1512.0
0.8430           2.6830       1.9420       0.7410  1911.0
0.8440           2.6755       1.9041       0.7714  1989.2
0.8450           2.6782       2.0568       0.6214  1602.5
0.8460           2.6809       2.2133       0.4676  1205.8
0.8470           2.6638       2.1999       0.4639  1196.4
0.8480           2.6475       2.1734       0.4742  1222.7
0.8490           2.6557       2.2213       0.4344  1120.3
0.8500           2.6570       2.2443       0.4126  1064.0
0.8510           2.6569       2.1654       0.4915  1267.4
0.8520           2.6429       2.0311       0.6117  1577.6
0.8530           2.6127       2.0037       0.6090  1570.6
0.8540           2.6459       2.1515       0.4944  1275.0
0.8550           2.6708       2.1966       0.4742  1222.8
0.8560           2.6301       2.0069       0.6232  1607.2
0.8570           2.6540       1.8970       0.7570  1952.2
0.8580           2.6595       1.9788       0.6807  1755.4
0.8590           2.6415       2.1464       0.4951  1276.8
0.8600           2.6407       2.2954       0.3453   890.5
0.8610           2.6859       2.3810       0.3049   786.3
0.8620           2.6686       2.3782       0.2904   748.9
0.8630           2.7072       2.2806       0.4266  1100.1
0.8640           2.7068       2.1128       0.5941  1531.9
0.8650           2.7108       1.9427       0.7681  1980.8
0.8660           2.6982       1.8973       0.8009  2065.3
0.8670           2.7287       2.0641       0.6646  1713.8
0.8680           2.7603       2.2301       0.5302  1367.4
0.8690           2.7420       2.0966       0.6454  1664.3
0.8700           2.7098       1.9728       0.7370  1900.5
0.8710           2.7396       2.0889       0.6507  1678.1
0.8720           2.7584       2.2713       0.4871  1256.1
0.8730           2.7369       2.3371       0.3998  1031.1
0.8740           2.7178       2.2613       0.4565  1177.2
0.8750           2.7043       2.1762       0.5281  1362.0
0.8760           2.7205       2.2893       0.4312  1112.1
0.8770           2.7454       2.5167       0.2287   589.8
0.8780           2.7379       2.4355       0.3024   779.8
0.8790           2.7151       2.1672       0.5478  1412.8
0.8800           2.7156       2.1199       0.5957  1536.1
0.8810           2.7154       2.2270       0.4884  1259.4
0.8820           2.7150       2.2917       0.4233  1091.6
0.8830           2.6928       2.2717       0.4211  1085.9
0.8840           2.7020       2.2360       0.4660  1201.7
0.8850           2.7137       2.2399       0.4737  1221.6
0.8860           2.7262       2.1786       0.5475  1412.0
0.8870           2.6996       1.9965       0.7032  1813.3
0.8880           2.6824       1.8952       0.7872  2030.0
0.8890           2.7100       2.0101       0.6999  1804.9
0.8900           2.7112       2.2229       0.4883  1259.2
0.8910           2.7077       2.3170       0.3907  1007.5
0.8920           2.6944       2.3232       0.3712   957.2
0.8930           2.6967       2.3548       0.3419   881.7
0.8940           2.7053       2.3800       0.3253   838.9
0.8950           2.6922       2.3068       0.3854   993.9
0.8960           2.6853       2.1116       0.5737  1479.5
0.8970           2.6589       1.9363       0.7227  1863.6
0.8980           2.6539       2.0303       0.6236  1608.0
0.8990           2.6896       2.3225       0.3671   946.7
0.9000           2.6713       2.2479       0.4233  1091.7
0.9010           2.6458       1.9544       0.6914  1783.0
0.9020           2.6411       1.9131       0.7280  1877.4
0.9030           2.6541       2.0876       0.5665  1460.8
0.9040           2.6450       2.3014       0.3436   886.0
0.9050           2.6335       2.4506       0.1829   471.6
0.9060           2.6288       2.4990       0.1299   334.9
0.9070           2.6336       2.4488       0.1848   476.5
0.9080           2.6306       2.3214       0.3092   797.4
0.9090           2.6287       2.1433       0.4854  1251.8
0.9100           2.6082       1.9729       0.6353  1638.2
0.9110           2.5620       1.9323       0.6297  1623.9
0.9120           2.6123       2.1174       0.4949  1276.2
0.9130           2.6904       2.2959       0.3945  1017.2
0.9140           2.6961       2.1424       0.5537  1427.8
0.9150           2.6923       2.0042       0.6880  1774.3
0.9160           2.7011       2.1168       0.5843  1506.7
0.9170           2.7241       2.2924       0.4318  1113.5
0.9180           2.7298       2.3602       0.3696   953.2
0.9190           2.7373       2.3099       0.4274  1102.1
0.9200           2.7378       2.2767       0.4611  1189.1
0.9210           2.7552       2.3701       0.3850   992.9
0.9220           2.7561       2.3589       0.3971  1024.2
0.9230           2.7188       2.0854       0.6335  1633.6
0.9240           2.6677       1.8934       0.7743  1996.6
0.9250           2.6598       1.9617       0.6981  1800.3
0.9260           2.6941       2.1706       0.5235  1350.0
0.9270           2.6713       2.2976       0.3737   963.7
0.9280           2.6684       2.3024       0.3659   943.7
0.9290           2.6729       2.3026       0.3703   954.8
0.9300           2.6758       2.2916       0.3842   990.7
0.9310           2.6636       2.1918       0.4717  1216.5
0.9320           2.6417       2.0192       0.6224  1605.1
0.9330           2.6035       1.9582       0.6453  1664.0
0.9340           2.6217       2.2166       0.4051  1044.7
0.9350           2.6589       2.4974       0.1615   416.6
0.9360           2.6293       2.2697       0.3596   927.3
0.9370           2.5925       2.0117       0.5808  1497.8
0.9380           2.6081       2.0729       0.5352  1380.1
0.9390           2.6250       2.2593       0.3657   943.1
0.9400           2.6292       2.3761       0.2531   652.8
0.9410           2.6289       2.3883       0.2405   620.3
0.9420           2.6203       2.3781       0.2422   624.7
0.9430           2.6116       2.4244       0.1872   482.7
0.9440           2.6077       2.4303       0.1773   457.3
0.9450           2.6109       2.2926       0.3183   820.9
0.9460           2.6031       2.1167       0.4863  1254.1
0.9470           2.5857       2.0265       0.5592  1442.0
0.9480           2.5966       2.0445       0.5521  1423.7
0.9490           2.5992       2.1537       0.4455  1148.9
0.9500           2.6217       2.2958       0.3259   840.4
0.9510           2.6375       2.3557       0.2818   726.8
0.9520           2.6329       2.2816       0.3514   906.1
0.9530           2.6444       2.1512       0.4932  1271.8
0.9540           2.6089       2.0342       0.5747  1482.0
0.9550           2.6226       1.9496       0.6730  1735.6
0.9560           2.5972       1.9885       0.6086  1569.5
0.9570           2.6016       2.2390       0.3626   935.0
0.9580           2.6277       2.4099       0.2178   561.8
0.9590           2.6043       2.2134       0.3909  1008.1
0.9600           2.6102       2.0059       0.6043  1558.3
0.9610           2.5924       1.9982       0.5942  1532.3
0.9620           2.6045       2.0722       0.5323  1372.8
0.9630           2.6111       2.1508       0.4603  1187.1
0.9640           2.6077       2.2574       0.3503   903.4
0.9650           2.6401       2.3383       0.3018   778.4
0.9660           2.6376       2.2448       0.3929  1013.1
0.9670           2.6323       2.0375       0.5949  1534.1
0.9680           2.6310       1.9070       0.7240  1866.9
0.9690           2.5972       1.9377       0.6595  1700.7
0.9700           2.5974       2.1413       0.4561  1176.2
0.9710           2.6122       2.3567       0.2555   658.8
0.9720           2.5914       2.3239       0.2674   689.7
0.9730           2.5823       2.1750       0.4073  1050.4
0.9740           2.5777       2.1131       0.4646  1198.0
0.9750           2.5821       2.0857       0.4964  1280.0
0.9760           2.5852       2.0407       0.5444  1404.0
0.9770           2.5628       2.0701       0.4926  1270.4
0.9780           2.5780       2.2452       0.3328   858.2
0.9790           2.5934       2.2987       0.2947   760.0
0.9800           2.5867       2.0615       0.5253  1354.5
0.9810           2.5755       1.8909       0.6846  1765.4
0.9820           2.5892       1.9403       0.6489  1673.3
0.9830           2.6268       2.1301       0.4967  1280.9
0.9840           2.6570       2.3394       0.3176   819.0
0.9850           2.6561       2.4316       0.2245   579.0
0.9860           2.6479       2.3965       0.2515   648.5
0.9870           2.6372       2.3178       0.3194   823.6
0.9880           2.6442       2.2063       0.4379  1129.2
0.9890           2.6413       2.0440       0.5973  1540.4
0.9900           2.6328       1.9149       0.7179  1851.4
0.9910           2.6251       2.0168       0.6083  1568.7
0.9920           2.6843       2.3370       0.3474   895.8
0.9930           2.6760       2.2982       0.3779   974.4
0.9940           2.6189       1.9768       0.6421  1655.8
0.9950           2.6714       1.9132       0.7582  1955.2
0.9960           2.6828       2.0733       0.6096  1571.9
0.9970           2.6798       2.2541       0.4258  1098.0
0.9980           2.6913       2.3815       0.3098   798.8
0.9990           2.6805       2.4586       0.2219   572.1
1.0000           2.6895       2.4691       0.2204   568.3
