Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0130           5.5315       5.4633       0.0681     9.8
0.0140           5.5365       5.4568       0.0797    11.4
0.0150           5.5391       5.4484       0.0907    13.0
0.0160           5.5473       5.4372       0.1101    15.8
0.0170           5.5505       5.4226       0.1279    18.3
0.0180           5.5516       5.4039       0.1477    21.2
0.0190           5.5602       5.3798       0.1804    25.9
0.0200           5.5662       5.3487       0.2175    31.2
0.0210           5.5718       5.3090       0.2628    37.7
0.0220           5.5694       5.2584       0.3109    44.5
0.0230           5.5709       5.1949       0.3761    53.9
0.0240           5.5793       5.1140       0.4654    66.7
0.0250           5.5687       5.0108       0.5579    79.9
0.0260           5.5565       4.8822       0.6743    96.6
0.0270           5.5635       4.7209       0.8425   120.7
0.0280           5.5802       4.5178       1.0624   152.2
0.0290           5.5655       4.2671       1.2984   186.0
0.0300           5.5813       3.9595       1.6218   232.3
0.0310           5.5804       3.5872       1.9932   285.6
0.0320           5.6067       3.1421       2.4646   353.1
0.0330           5.5869       2.6183       2.9686   425.3
0.0340           5.5849       2.0179       3.5670   511.0
0.0350           5.5830       1.3410       4.2420   607.7
0.0360           5.5821       0.5987       4.9834   714.0
0.0370           5.5622      -0.1929       5.7550   824.5
0.0380           5.5782      -1.0136       6.5918   944.4
0.0390           5.5957      -1.8394       7.4352  1065.2
0.0400           5.6085      -2.6399       8.2485  1181.7
0.0410           5.6009      -3.3883       8.9892  1287.8
0.0420           5.6263      -4.0586       9.6850  1387.5
0.0430           5.5850      -4.6331      10.2181  1463.9
0.0440           5.5193      -5.1016      10.6209  1521.6
0.0450           5.5041      -5.4634      10.9674  1571.3
0.0460           5.5511      -5.7257      11.2768  1615.6
0.0470           5.4831      -5.9019      11.3850  1631.1
0.0480           5.4608      -6.0103      11.4710  1643.4
0.0490           5.3853      -6.0691      11.4543  1641.0
0.0500           5.3512      -6.0929      11.4441  1639.5
0.0510           5.3697      -6.0934      11.4631  1642.3
0.0520           5.2857      -6.0754      11.3612  1627.7
0.0530           5.2840      -6.0406      11.3246  1622.4
0.0540           5.3137      -5.9877      11.3014  1619.1
0.0550           5.4036      -5.9164      11.3200  1621.8
0.0560           5.4108      -5.8245      11.2353  1609.6
0.0570           5.4103      -5.7109      11.1212  1593.3
0.0580           5.3797      -5.5772      10.9569  1569.7
0.0590           5.3824      -5.4244      10.8068  1548.2
0.0600           5.4255      -5.2528      10.6782  1529.8
0.0610           5.5083      -5.0647      10.5730  1514.7
0.0620           5.4769      -4.8615      10.3384  1481.1
0.0630           5.4631      -4.6469      10.1100  1448.4
0.0640           5.4801      -4.4243       9.9044  1419.0
0.0650           5.4437      -4.2010       9.6447  1381.8
0.0660           5.4569      -3.9807       9.4375  1352.1
0.0670           5.5082      -3.7674       9.2757  1328.9
0.0680           5.4994      -3.5730       9.0724  1299.8
0.0690           5.4969      -3.4137       8.9105  1276.6
0.0700           5.4777      -3.3036       8.7813  1258.1
0.0710           5.4627      -3.2483       8.7110  1248.0
0.0720           5.4251      -3.2537       8.6788  1243.4
0.0730           5.4011      -3.3195       8.7206  1249.4
0.0740           5.3861      -3.4368       8.8229  1264.0
0.0750           5.3356      -3.5908       8.9265  1278.9
0.0760           5.3285      -3.7652       9.0937  1302.8
0.0770           5.3117      -3.9407       9.2523  1325.5
0.0780           5.3102      -4.1011       9.4114  1348.3
0.0790           5.2896      -4.2374       9.5270  1364.9
0.0800           5.2359      -4.3461       9.5820  1372.8
0.0810           5.2053      -4.4249       9.6302  1379.7
0.0820           5.1870      -4.4751       9.6621  1384.3
0.0830           5.1964      -4.4928       9.6892  1388.1
0.0840           5.1341      -4.4788       9.6129  1377.2
0.0850           5.0595      -4.4347       9.4942  1360.2
0.0860           5.0468      -4.3689       9.4157  1349.0
0.0870           5.0579      -4.2904       9.3484  1339.3
0.0880           5.0608      -4.2127       9.2735  1328.6
0.0890           5.0350      -4.1446       9.1796  1315.1
0.0900           5.0324      -4.0920       9.1244  1307.2
0.0910           4.9829      -4.0602       9.0431  1295.6
0.0920           4.9613      -4.0535       9.0148  1291.5
0.0930           4.9946      -4.0791       9.0737  1300.0
0.0940           4.9431      -4.1460       9.0891  1302.2
0.0950           4.9255      -4.2610       9.1865  1316.1
0.0960           4.9074      -4.4208       9.3282  1336.4
0.0970           4.8784      -4.6134       9.4917  1359.8
0.0980           4.8669      -4.8190       9.6859  1387.7
0.0990           4.8567      -5.0194       9.8761  1414.9
0.1000           4.8383      -5.1985      10.0368  1437.9
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000           5.4819       5.4819       0.0000     0.0
0.0010           5.4855       5.4819       0.0036     0.5
0.0020           5.4896       5.4819       0.0077     1.1
0.0030           5.4943       5.4818       0.0125     1.8
0.0040           5.4977       5.4816       0.0161     2.3
0.0050           5.5012       5.4813       0.0199     2.9
0.0060           5.5065       5.4809       0.0256     3.7
0.0070           5.5101       5.4802       0.0299     4.3
0.0080           5.5160       5.4791       0.0369     5.3
0.0090           5.5200       5.4777       0.0424     6.1
0.0100           5.5231       5.4757       0.0474     6.8
0.0110           5.5235       5.4730       0.0505     7.2
0.0120           5.5271       5.4696       0.0575     8.2
0.0130           5.5306       5.4650       0.0656     9.4
0.0140           5.5336       5.4590       0.0746    10.7
0.0150           5.5395       5.4512       0.0883    12.6
0.0160           5.5431       5.4410       0.1021    14.6
0.0170           5.5471       5.4277       0.1194    17.1
0.0180           5.5542       5.4105       0.1437    20.6
0.0190           5.5530       5.3882       0.1648    23.6
0.0200           5.5693       5.3595       0.2098    30.1
0.0210           5.5750       5.3220       0.2530    36.2
0.0220           5.5746       5.2748       0.2997    42.9
0.0230           5.5839       5.2150       0.3689    52.8
0.0240           5.5852       5.1392       0.4460    63.9
0.0250           5.5987       5.0431       0.5557    79.6
0.0260           5.5979       4.9222       0.6757    96.8
0.0270           5.6100       4.7711       0.8389   120.2
0.0280           5.6132       4.5828       1.0304   147.6
0.0290           5.6046       4.3528       1.2518   179.3
0.0300           5.6123       4.0729       1.5395   220.6
0.0310           5.6173       3.7367       1.8806   269.4
0.0320           5.6514       3.3373       2.3140   331.5
0.0330           5.6220       2.8719       2.7501   394.0
0.0340           5.6269       2.3407       3.2862   470.8
